1650546683154, 1.6, 1.6, 0
1650546683155, 1.6, 1.6, 0
1650546683156, 1.6, 1.6, 0
1650546683157, 1.6, 1.6, 0
1650546683158, 1.6, 1.6, 0
1650546683159, 1.6, 1.6, 0
1650546683160, 1.6, 1.6, 0
1650546683162, 1.6, 1.6, 0
1650546683163, 1.59962, 1.59929, 0
1650546683164, 1.59266, 1.58612, 0
1650546683165, 1.58048, 1.5631, 0
1650546683166, 1.57859, 1.55953, 0
1650546683167, 1.57472, 1.55221, 0
1650546683168, 1.57169, 1.5465, 0
1650546683168, 1.56927, 1.54192, 0
1650546683169, 1.56726, 1.53813, 0
1650546683170, 1.56536, 1.53453, 0
1650546683172, 1.56332, 1.53068, 0
1650546683172, 1.56141, 1.52707, 0
1650546683173, 1.55767, 1.52, 0
1650546683174, 1.55508, 1.51511, 0
1650546683175, 1.55236, 1.50997, 0
1650546683176, 1.54988, 1.50528, 0
1650546683177, 1.54739, 1.50059, 0
1650546683178, 1.54491, 1.49591, 0
1650546683179, 1.54243, 1.49122, 0
1650546683180, 1.53995, 1.48653, 0
1650546683181, 1.53746, 1.48184, 0
1650546683182, 1.53462, 1.47647, 0
1650546683183, 1.52975, 1.46728, 0
1650546683184, 1.52662, 1.46136, 0
1650546683185, 1.52352, 1.4555, 0
1650546683186, 1.52043, 1.44969, 0
1650546683187, 1.51707, 1.44334, 0
1650546683188, 1.51393, 1.43741, 0
1650546683189, 1.51088, 1.43165, 0
1650546683190, 1.5077, 1.42565, 0
1650546683191, 1.50403, 1.41871, 0
1650546683192, 1.49829, 1.40788, 0
1650546683193, 1.49458, 1.40087, 0
1650546683194, 1.49087, 1.39388, 0
1650546683195, 1.48683, 1.38625, 0
1650546683196, 1.48326, 1.37953, 0
1650546683197, 1.4797, 1.37281, 0
1650546683198, 1.476, 1.36581, 0
1650546683208, 1.46962, 1.35378, 0
1650546683208, 1.46349, 1.34222, 0
1650546683209, 1.45585, 1.3278, 0
1650546683210, 1.45179, 1.32014, 0
1650546683211, 1.44773, 1.31249, 0
1650546683212, 1.44367, 1.30483, 0
1650546683213, 1.43961, 1.29717, 0
1650546683214, 1.43555, 1.28951, 0
1650546683215, 1.43149, 1.28186, 0
1650546683216, 1.42712, 1.27361, 0
1650546683217, 1.42036, 1.26086, 0
1650546683218, 1.41575, 1.25218, 0
1650546683219, 1.41123, 1.24365, 0
1650546683220, 1.40643, 1.2346, 0
1650546683221, 1.40185, 1.22597, 0
1650546683222, 1.39732, 1.21743, 0
1650546683223, 1.39264, 1.20861, 0
1650546683224, 1.38759, 1.19909, 0
1650546683225, 1.38277, 1.18999, 0
1650546683226, 1.37507, 1.17549, 0
1650546683227, 1.3699, 1.16574, 0
1650546683228, 1.36457, 1.15569, 0
1650546683229, 1.35943, 1.14602, 0
1650546683230, 1.35427, 1.1363, 0
