Timestamp,GSR,PPG
1650661652146.7769,296.6108108108109,0.0
1650661652147.834,296.6108108108109,0.0
1650661652151.6199,296.6108108108109,0.0
1650661652185.584,296.6108108108109,0.0
1650661652186.2559,296.6108108108109,0.0
1650661652186.46,296.6108108108109,0.0
1650661652196.337,296.6108108108109,0.0
1650661652197.399,296.6108108108109,0.0
1650661652197.5469,418.09498399146213,0.0
1650661652206.3389,418.09498399146213,0.0
1650661652236.591,418.09498399146213,0.0
1650661652237.4238,418.09498399146213,0.0
1650661652238.015,418.09498399146213,0.0
1650661652259.302,418.09498399146213,0.0
1650661652260.032,418.09498399146213,0.0
1650661652261.167,418.09498399146213,0.0
1650661652269.9111,418.09498399146213,0.0
1650661652270.155,418.09498399146213,0.0
1650661652300.095,418.09498399146213,0.0
1650661652301.2542,419.8708089818517,0.0
1650661652301.678,419.8708089818517,0.0
1650661652313.779,419.61266523209343,0.0
1650661652315.0908,419.61266523209343,0.0
1650661652316.088,419.61266523209343,0.0
1650661652329.835,419.8708089818517,0.0
1650661652330.124,419.8708089818517,0.0
1650661652356.18,419.61266523209343,0.0
1650661652357.238,420.129270544783,0.0
1650661652378.5552,419.8708089818517,0.0
1650661652378.844,419.8708089818517,0.0
1650661652380.0408,419.61266523209343,0.0
1650661652381.182,419.8708089818517,0.0
1650661652390.95,420.129270544783,0.0
1650661652391.176,419.8708089818517,0.0
1650661652418.885,420.129270544783,0.0
1650661652419.958,420.38805050816137,0.0
1650661652420.296,420.38805050816137,0.0
1650661652439.837,420.129270544783,0.0
1650661652441.0369,420.129270544783,0.0
1650661652442.139,420.129270544783,0.0
1650661652456.2021,420.38805050816137,0.0
1650661652456.472,419.8708089818517,0.0
1650661652482.291,420.129270544783,0.0
1650661652483.377,420.38805050816137,0.0
1650661652483.5452,420.38805050816137,0.0
1650661652496.044,420.129270544783,0.0
1650661652498.6018,419.8708089818517,0.0
1650661652512.179,420.38805050816137,0.0
1650661652512.425,420.129270544783,0.0
1650661652537.331,420.129270544783,0.0
1650661652538.589,420.64714946070876,0.0
1650661652557.116,420.38805050816137,0.0
1650661652557.3499,420.64714946070876,0.0
1650661652558.5042,420.38805050816137,0.0
1650661652559.662,420.38805050816137,0.0
1650661652573.3171,420.38805050816137,0.0
1650661652573.529,420.38805050816137,0.0
1650661652598.509,420.38805050816137,0.0
1650661652599.7468,420.64714946070876,0.0
1650661652618.28,420.64714946070876,0.0
1650661652618.479,420.90656799259943,0.0
1650661652619.9429,420.38805050816137,0.0
1650661652620.956,420.38805050816137,0.0
1650661652634.532,420.64714946070876,0.0
1650661652663.396,420.64714946070876,0.0
1650661652663.698,420.38805050816137,0.0
1650661652664.648,420.38805050816137,0.0
1650661652674.66,420.64714946070876,0.0
1650661652675.894,420.90656799259943,0.0
1650661652676.091,420.38805050816137,0.0
1650661652689.593,420.64714946070876,0.0
1650661652690.6582,420.64714946070876,0.0
1650661652718.416,420.64714946070876,0.0
1650661652718.687,420.64714946070876,0.0
1650661652719.594,420.38805050816137,0.0
1650661652738.32,420.64714946070876,0.0
1650661652739.461,420.90656799259943,0.0
1650661652739.758,420.38805050816137,0.0
1650661652748.462,420.64714946070876,0.0
1650661652783.408,420.64714946070876,0.0
1650661652784.632,420.38805050816137,0.0
1650661652798.394,420.64714946070876,0.0
1650661652799.9612,420.64714946070876,0.0
1650661652800.558,420.64714946070876,0.0
1650661652800.69,420.90656799259943,0.0
1650661652801.9768,420.64714946070876,0.0
1650661652810.732,420.64714946070876,0.0
1650661652846.792,420.64714946070876,0.0
1650661652847.005,420.64714946070876,0.0
1650661652848.203,420.64714946070876,0.0
1650661652855.678,420.64714946070876,0.0
1650661652861.757,420.64714946070876,0.0
1650661652861.9858,420.90656799259943,0.0
1650661652870.827,420.64714946070876,0.0
1650661652872.132,420.90656799259943,0.0
1650661652910.5479,420.64714946070876,0.0
1650661652911.179,421.16630669546436,0.0
1650661652911.9192,420.64714946070876,0.0
1650661652914.393,420.90656799259943,0.0
1650661652915.548,421.16630669546436,0.0
1650661652915.966,420.64714946070876,0.0
1650661652924.409,420.64714946070876,0.0
1650661652949.32,420.90656799259943,0.0
1650661652950.3901,420.90656799259943,0.0
1650661652978.054,421.16630669546436,0.0
1650661652978.3708,420.90656799259943,0.0
1650661652979.65,421.16630669546436,0.0
1650661652980.4438,420.90656799259943,0.0
1650661652986.585,420.90656799259943,0.0
1650661652986.75,420.90656799259943,0.0
1650661653019.42,420.90656799259943,0.0
1650661653020.508,420.90656799259943,0.0
1650661653035.368,421.16630669546436,0.0
1650661653035.593,420.90656799259943,0.0
1650661653036.677,420.90656799259943,0.0
1650661653037.985,420.90656799259943,0.0
1650661653051.7722,420.90656799259943,0.0
1650661653052.0042,420.90656799259943,0.0
1650661653076.698,420.90656799259943,0.0
1650661653077.807,420.90656799259943,0.0
1650661653099.288,420.90656799259943,0.0
1650661653099.645,420.90656799259943,0.0
1650661653100.696,420.90656799259943,0.0
1650661653101.6272,420.90656799259943,0.0
1650661653110.369,421.4263661623958,0.0
1650661653110.613,420.90656799259943,0.0
1650661653138.119,421.16630669546436,0.0
1650661653139.056,421.16630669546436,0.0
1650661653139.271,421.16630669546436,0.0
1650661653160.383,420.90656799259943,0.0
1650661653161.582,421.16630669546436,0.0
1650661653162.7131,420.90656799259943,0.0
1650661653162.886,421.4263661623958,0.0
1650661653176.61,420.64714946070876,0.0
1650661653206.689,421.16630669546436,0.0
1650661653207.714,421.16630669546436,0.0
1650661653216.742,421.16630669546436,0.0
1650661653217.0688,421.16630669546436,0.0
1650661653217.9912,420.90656799259943,0.0
1650661653231.7031,421.4263661623958,0.0
1650661653232.755,420.64714946070876,0.0
1650661653232.993,421.16630669546436,0.0
1650661653263.979,421.4263661623958,0.0
1650661653265.228,421.16630669546436,0.0
1650661653279.2239,421.16630669546436,0.0
1650661653279.532,420.90656799259943,0.0
1650661653280.278,420.90656799259943,0.0
1650661653289.053,421.16630669546436,0.0
1650661653313.844,421.16630669546436,0.0
1650661653314.116,421.16630669546436,0.0
1650661653315.1602,421.16630669546436,0.0
1650661653333.982,421.16630669546436,0.0
1650661653336.294,421.16630669546436,0.0
1650661653336.5059,421.16630669546436,0.0
1650661653337.6929,421.16630669546436,0.0
1650661653351.459,421.16630669546436,0.0
1650661653380.131,421.16630669546436,0.0
1650661653380.381,421.16630669546436,0.0
1650661653381.5178,421.16630669546436,0.0
1650661653399.944,421.16630669546436,0.0
1650661653400.113,421.4263661623958,0.0
1650661653401.267,421.16630669546436,0.0
1650661653402.604,421.16630669546436,0.0
1650661653416.363,421.4263661623958,0.0
1650661653416.6008,421.4263661623958,0.0
1650661653446.311,421.16630669546436,0.0
1650661653447.5688,421.16630669546436,0.0
1650661653457.57,421.16630669546436,0.0
1650661653458.709,421.4263661623958,0.0
1650661653459.107,420.90656799259943,0.0
1650661653463.839,421.16630669546436,0.0
1650661653507.56,421.16630669546436,0.0
1650661653508.62,421.4263661623958,0.0
1650661653508.789,421.4263661623958,0.0
1650661653517.719,421.16630669546436,0.0
1650661653518.898,421.4263661623958,0.0
1650661653521.586,421.16630669546436,0.0
1650661653521.815,420.90656799259943,0.0
1650661653530.0142,421.4263661623958,0.0
1650661653565.083,420.90656799259943,0.0
1650661653566.178,421.6867469879518,0.0
1650661653566.5579,421.16630669546436,0.0
1650661653572.536,421.16630669546436,0.0
1650661653573.631,421.4263661623958,0.0
1650661653575.9631,421.4263661623958,0.0
1650661653576.128,421.4263661623958,0.0
1650661653591.176,421.4263661623958,0.0
1650661653618.662,421.4263661623958,0.0
1650661653619.69,421.4263661623958,0.0
1650661653619.801,421.16630669546436,0.0
1650661653634.851,421.16630669546436,0.0
1650661653636.049,421.6867469879518,0.0
1650661653638.395,421.16630669546436,0.0
1650661653638.5479,421.4263661623958,0.0
1650661653652.4329,421.4263661623958,0.0
1650661653687.2239,421.4263661623958,0.0
1650661653687.4548,421.4263661623958,0.0
1650661653688.543,421.16630669546436,0.0
1650661653697.407,421.4263661623958,0.0
1650661653698.3162,421.16630669546436,0.0
1650661653698.3809,421.4263661623958,0.0
1650661653728.6912,421.4263661623958,0.0
1650661653729.933,421.4263661623958,0.0
1650661653757.13,421.16630669546436,0.0
1650661653757.3591,421.4263661623958,0.0
1650661653758.442,421.16630669546436,0.0
1650661653759.667,421.4263661623958,0.0
1650661653760.7998,421.4263661623958,0.0
1650661653760.969,421.6867469879518,0.0
1650661653769.948,421.16630669546436,0.0
1650661653797.28,421.16630669546436,0.0
1650661653798.285,421.4263661623958,0.0
1650661653798.466,421.6867469879518,0.0
1650661653816.157,421.4263661623958,0.0
1650661653817.311,421.16630669546436,0.0
1650661653818.358,421.16630669546436,0.0
1650661653827.271,421.4263661623958,0.0
1650661653827.478,421.16630669546436,0.0
1650661653863.434,421.4263661623958,0.0
1650661653864.581,421.4263661623958,0.0
1650661653874.521,421.16630669546436,0.0
1650661653874.775,421.4263661623958,0.0
1650661653875.8098,421.4263661623958,0.0
1650661653880.847,420.90656799259943,0.0
1650661653896.075,421.6867469879518,0.0
1650661653896.2952,421.4263661623958,0.0
1650661653930.831,421.4263661623958,0.0
1650661653932.091,421.16630669546436,0.0
1650661653933.1428,421.4263661623958,0.0
1650661653933.3179,421.4263661623958,0.0
1650661653934.5042,421.4263661623958,0.0
1650661653948.259,421.4263661623958,0.0
1650661653949.5361,421.16630669546436,0.0
1650661653950.939,421.4263661623958,0.0
1650661653979.65,421.4263661623958,0.0
1650661653980.744,421.6867469879518,0.0
1650661653980.947,421.94744976816077,0.0
1650661653998.2441,421.6867469879518,0.0
1650661653999.488,421.6867469879518,0.0
1650661654008.086,421.94744976816077,0.0
1650661654035.826,421.94744976816077,0.0
1650661654036.101,421.4263661623958,0.0
1650661654036.973,421.94744976816077,0.0
1650661654056.992,421.6867469879518,0.0
1650661654058.003,421.94744976816077,0.0
1650661654058.155,421.6867469879518,0.0
1650661654063.138,421.94744976816077,0.0
1650661654069.514,421.94744976816077,0.0
1650661654096.969,422.20847510052585,0.0
1650661654097.2148,422.20847510052585,0.0
1650661654098.1218,422.4698235840297,0.0
1650661654113.1548,422.4698235840297,0.0
1650661654113.424,422.4698235840297,0.0
1650661654114.39,421.94744976816077,0.0
1650661654120.781,422.20847510052585,0.0
1650661654134.253,421.94744976816077,0.0
1650661654134.491,422.20847510052585,0.0
1650661654171.815,422.20847510052585,0.0
1650661654173.008,422.20847510052585,0.0
1650661654176.604,422.4698235840297,0.0
1650661654176.727,422.99349240780913,0.0
1650661654178.0469,422.4698235840297,0.0
1650661654184.294,422.73149581913907,0.0
1650661654209.1611,422.4698235840297,0.0
1650661654209.411,422.4698235840297,0.0
1650661654210.461,422.73149581913907,0.0
1650661654234.3572,422.99349240780913,0.0
1650661654235.5771,422.99349240780913,0.0
1650661654235.842,423.51846106112316,0.0
1650661654236.878,422.73149581913907,0.0
1650661654250.52,423.25581395348837,0.0
1650661654251.617,422.99349240780913,0.0
1650661654291.7422,423.51846106112316,0.0
1650661654291.909,422.99349240780913,0.0
1650661654292.8801,423.25581395348837,0.0
1650661654294.191,423.51846106112316,0.0
1650661654302.9321,423.25581395348837,0.0
1650661654303.143,422.99349240780913,0.0
1650661654307.961,423.25581395348837,0.0
1650661654340.39,423.25581395348837,0.0
1650661654340.587,423.51846106112316,0.0
1650661654341.758,423.25581395348837,0.0
1650661654352.8398,423.25581395348837,0.0
1650661654353.942,423.51846106112316,0.0
1650661654354.1008,423.25581395348837,0.0
1650661654364.0708,422.99349240780913,0.0
1650661654370.312,423.25581395348837,0.0
1650661654409.102,422.99349240780913,0.0
1650661654409.2979,423.25581395348837,0.0
1650661654410.365,422.99349240780913,0.0
1650661654417.8,423.25581395348837,0.0
1650661654418.8682,423.25581395348837,0.0
1650661654419.02,423.25581395348837,0.0
1650661654423.989,423.25581395348837,0.0
1650661654432.7632,423.25581395348837,0.0
1650661654458.863,423.51846106112316,0.0
1650661654459.063,423.51846106112316,0.0
1650661654460.2102,422.99349240780913,0.0
1650661654476.516,423.51846106112316,0.0
1650661654477.608,423.25581395348837,0.0
1650661654477.791,423.51846106112316,0.0
1650661654486.47,423.25581395348837,0.0
1650661654495.178,423.25581395348837,0.0
1650661654521.317,423.51846106112316,0.0
1650661654521.545,423.25581395348837,0.0
1650661654522.666,423.25581395348837,0.0
1650661654535.1309,423.51846106112316,0.0
1650661654536.36,423.25581395348837,0.0
1650661654550.031,423.51846106112316,0.0
1650661654550.2168,423.25581395348837,0.0
1650661654586.3691,423.25581395348837,0.0
1650661654587.5808,423.51846106112316,0.0
1650661654593.776,423.51846106112316,0.0
1650661654593.9219,423.25581395348837,0.0
1650661654595.0579,423.51846106112316,0.0
1650661654596.2888,423.51846106112316,0.0
1650661654609.977,423.78143433716235,0.0
1650661654610.198,423.25581395348837,0.0
1650661654650.043,423.25581395348837,0.0
1650661654651.126,423.78143433716235,0.0
1650661654652.487,423.78143433716235,0.0
1650661654652.638,423.51846106112316,0.0
1650661654653.727,423.51846106112316,0.0
1650661654662.536,423.51846106112316,0.0
1650661654671.144,423.51846106112316,0.0
1650661654671.3481,423.51846106112316,0.0
1650661654706.195,423.78143433716235,0.0
1650661654707.481,423.78143433716235,0.0
1650661654715.032,423.78143433716235,0.0
1650661654715.2961,423.78143433716235,0.7326007326007326
1650661654716.482,423.51846106112316,0.0
1650661654724.944,423.25581395348837,0.0
1650661654733.567,423.51846106112316,0.0
1650661654733.742,423.51846106112316,0.0
1650661654761.146,423.78143433716235,0.0
1650661654762.398,423.78143433716235,0.0
1650661654776.1072,423.78143433716235,0.0
1650661654776.304,423.78143433716235,0.0
1650661654777.364,423.51846106112316,0.0
1650661654787.384,424.04473438956194,0.0
1650661654817.231,423.25581395348837,0.0
1650661654817.435,423.78143433716235,0.0
1650661654818.571,424.04473438956194,0.0
1650661654832.31,423.78143433716235,0.0
1650661654834.852,424.04473438956194,0.0
1650661654835.0168,423.78143433716235,0.0
1650661654836.116,423.78143433716235,0.0
1650661654849.725,423.51846106112316,0.0
1650661654849.915,423.78143433716235,0.0
1650661654877.347,423.78143433716235,0.0
1650661654878.536,423.78143433716235,0.0
1650661654894.679,423.78143433716235,0.0
1650661654895.972,424.04473438956194,0.0
1650661654896.116,423.51846106112316,0.0
1650661654897.236,423.78143433716235,0.0
1650661654911.103,423.25581395348837,0.0
1650661654940.977,423.78143433716235,0.0
1650661654941.217,423.51846106112316,0.0
1650661654942.321,423.51846106112316,0.0
1650661654954.608,423.51846106112316,0.0
1650661654954.8188,423.51846106112316,0.0
1650661654955.929,423.51846106112316,0.0
1650661654964.694,423.51846106112316,37.36263736263736
1650661655007.221,423.78143433716235,163.36996336996336
1650661655007.4412,423.25581395348837,318.68131868131866
1650661655008.514,423.51846106112316,479.8534798534798
1650661655012.383,423.25581395348837,630.7692307692307
1650661655013.446,423.51846106112316,763.3699633699633
1650661655014.739,423.78143433716235,879.1208791208791
1650661655015.041,423.25581395348837,978.7545787545787
1650661655028.383,423.51846106112316,1058.6080586080586
1650661655034.645,423.25581395348837,1121.6117216117216
1650661655059.4849,423.25581395348837,1172.161172161172
1650661655059.681,422.99349240780913,1211.7216117216117
1650661655060.902,423.25581395348837,1242.4908424908424
1650661655075.984,422.99349240780913,1267.3992673992673
1650661655078.328,422.99349240780913,1285.7142857142856
1650661655078.5552,422.73149581913907,1299.6336996336995
1650661655093.324,422.73149581913907,1307.6923076923076
1650661655094.427,422.73149581913907,1312.087912087912
1650661655094.592,422.73149581913907,1313.5531135531135
1650661655130.786,422.73149581913907,1312.087912087912
1650661655132.0032,422.4698235840297,1309.1575091575091
1650661655133.112,422.4698235840297,1305.4945054945053
1650661655142.105,422.73149581913907,1301.098901098901
1650661655142.3271,422.20847510052585,1297.4358974358975
1650661655150.762,422.4698235840297,1291.5750915750914
1650661655186.854,422.4698235840297,1284.9816849816848
1650661655187.044,422.4698235840297,1276.923076923077
1650661655188.185,422.4698235840297,1268.131868131868
1650661655189.417,421.94744976816077,1257.8754578754579
1650661655190.5552,422.20847510052585,1249.8168498168498
